iter	Passed	Remaining
617	764	472
618	765	470
619	765	469
620	766	468
621	767	466
622	768	465
623	769	463
624	771	462
625	772	461
626	774	460
627	775	459
628	777	458
629	779	457
630	781	457
631	783	456
632	785	455
633	787	454
634	789	453
635	791	452
636	793	452
637	796	452
638	798	451
639	800	450
640	801	449
641	803	447
642	804	446
643	806	445
644	807	444
645	809	443
646	810	442
647	811	440
648	813	439
649	814	438
650	815	437
651	816	436
652	817	434
653	818	433
654	819	431
655	820	430
656	821	429
657	822	427
658	823	426
659	824	424
660	825	423
661	826	422
662	827	420
663	828	419
664	829	417
665	830	416
666	831	415
667	832	413
668	833	412
669	834	411
670	835	409
671	836	408
672	837	407
673	838	405
674	839	404
675	840	403
676	841	401
677	842	400
678	843	398
679	844	397
680	845	396
681	846	394
682	847	393
683	848	392
684	849	390
685	850	389
686	851	388
687	852	386
688	853	385
689	854	383
690	855	382
691	856	381
692	857	379
693	858	378
694	859	377
695	860	375
696	861	374
697	861	372
698	862	371
699	863	370
700	864	368
701	865	367
702	867	366
703	867	364
704	868	363
705	869	362
706	870	360
707	871	359
708	872	358
709	873	356
710	874	355
711	875	354
712	876	352
713	877	351
714	877	349
715	878	348
716	879	347
717	880	345
718	881	344
719	882	343
720	883	342
721	884	340
722	885	339
723	886	338
724	887	336
725	888	335
726	889	334
727	890	332
728	891	331
729	892	330
730	893	328
731	894	327
732	895	326
733	896	324
734	897	323
735	898	322
736	899	320
737	900	319
738	901	318
739	902	316
740	903	315
741	903	314
742	904	313
743	905	311
744	906	310
745	907	309
746	908	307
747	909	306
748	910	305
749	911	303
750	912	302
751	913	301
752	914	299
753	915	298
754	916	297
755	917	296
756	918	294
757	919	293
758	920	292
759	920	290
760	921	289
761	922	288
762	923	286
763	924	285
764	925	284
765	926	283
766	927	281
767	928	280
768	929	279
769	930	277
770	931	276
771	932	275
772	932	273
773	933	272
774	934	271
775	935	270
776	936	268
777	937	267
778	938	266
779	939	265
780	940	263
781	941	262
782	942	261
783	943	260
784	944	258
785	945	257
786	946	256
787	947	254
788	948	253
789	949	252
790	950	251
791	951	249
792	952	248
793	953	247
794	954	246
795	955	244
796	956	243
797	957	242
798	958	241
799	959	239
800	960	238
801	961	237
802	962	236
803	963	234
804	964	233
805	965	232
806	966	231
807	968	230
808	969	228
809	970	227
810	971	226
811	972	225
812	973	223
813	974	222
814	975	221
815	976	220
816	977	218
817	978	217
818	978	216
819	980	215
820	980	213
821	982	212
822	983	211
823	984	210
824	985	209
825	986	207
826	987	206
827	988	205
828	989	204
829	990	202
830	991	201
831	991	200
832	992	199
833	994	197
834	995	196
835	996	195
836	997	194
837	998	193
838	1000	191
839	1001	190
840	1002	189
841	1003	188
842	1005	187
843	1006	186
844	1007	184
845	1009	183
846	1010	182
847	1011	181
848	1013	180
849	1014	179
850	1016	177
851	1017	176
852	1018	175
853	1019	174
854	1020	173
855	1021	171
856	1022	170
857	1024	169
858	1025	168
859	1026	167
860	1027	165
861	1029	164
862	1030	163
863	1032	162
864	1033	161
865	1035	160
866	1036	159
867	1038	157
868	1039	156
869	1040	155
870	1041	154
871	1043	153
872	1045	152
873	1047	150
874	1048	149
875	1049	148
876	1051	147
877	1052	146
878	1053	145
879	1054	143
880	1056	142
881	1058	141
882	1059	140
883	1061	139
884	1063	138
885	1064	137
886	1066	135
887	1068	134
888	1069	133
889	1071	132
890	1072	131
891	1074	130
892	1076	128
893	1077	127
894	1079	126
895	1081	125
896	1083	124
897	1084	123
898	1085	121
899	1086	120
900	1088	119
901	1090	118
902	1092	117
903	1093	116
904	1094	114
905	1096	113
906	1097	112
907	1099	111
908	1100	110
909	1101	108
910	1102	107
911	1104	106
912	1106	105
913	1107	104
914	1109	103
915	1110	101
916	1111	100
917	1112	99
918	1114	98
919	1115	96
920	1116	95
921	1117	94
922	1118	93
923	1120	92
924	1121	90
925	1123	89
926	1124	88
927	1125	87
928	1126	86
929	1127	84
930	1128	83
931	1129	82
932	1130	81
933	1132	80
934	1133	78
935	1134	77
936	1135	76
937	1137	75
938	1137	73
939	1138	72
940	1139	71
941	1140	70
942	1141	69
943	1142	67
944	1144	66
945	1145	65
946	1146	64
947	1147	62
948	1148	61
949	1150	60
950	1150	59
951	1152	58
952	1153	56
953	1154	55
954	1155	54
955	1156	53
956	1157	51
957	1158	50
958	1159	49
959	1160	48
960	1161	47
961	1162	45
962	1164	44
963	1165	43
964	1166	42
965	1167	41
966	1169	39
967	1170	38
968	1171	37
969	1172	36
970	1173	35
971	1174	33
972	1175	32
973	1177	31
974	1178	30
975	1179	29
976	1180	27
977	1182	26
978	1184	25
979	1185	24
980	1186	22
981	1187	21
982	1188	20
983	1189	19
984	1190	18
985	1192	16
986	1193	15
987	1194	14
988	1195	13
989	1196	12
990	1197	10
991	1199	9
992	1200	8
993	1201	7
994	1202	6
995	1203	4
996	1204	3
997	1205	2
998	1206	1
999	1207	0
